"EntityId","EntityName","EntityType","Description","Active"
6735,"BAKEWISE BRND NL",6,"Vendor","Y"
6736,"HORIZON TX",6,"Vendor","Y"
6747,"CAROLINA FDS SE",6,"Vendor","N"
6751,"BIMBO NR TJ BS",6,"Vendor","Y"
6759,"WHB RICHMOND DE",6,"Vendor","Y"
6551,"**NA SOUTHERN NP",6,"Vendor","N"
6789,"CAROLINA PPS MI",6,"Vendor","Y"
5162,"**NA INTR AMR LHBR SP1",6,"Vendor","N"
5199,"**NA INTR AMR LHBR SP2",6,"Vendor","N"
6514,"WHB RICHMOND NP",6,"Vendor","Y"
6495,"BIMBO COLOMBI NP",6,"Vendor","Y"
4610,"**NA ARYZTA  DA",6,"Vendor","N"
3068,"**NA ARYZ ADV BS",6,"Vendor","N"
3282,"**NA ARYZTA VA",6,"Vendor","N"
6579,"BIMBO SA MTLT TX",6,"Vendor","Y"
6589,"TOSTADA AMIGO SE",6,"Vendor","Y"
3127,"ATIES BKY GR",6,"Vendor","Y"
2886,"MULLINS MI",6,"Vendor","Y"
2946,"HAZPAN   NP",6,"Vendor","Y"
2949,"STERLING AZU  SP",6,"Vendor","Y"
3001,"WHB OXNARD DE",6,"Vendor","Y"
3033,"TROPICAL MAD BS",6,"Vendor","Y"
3034,"HAZPAN  BS",6,"Vendor","Y"
3036,"PANIF PERU GR",6,"Vendor","Y"
3037,"HARLAN DE SFY DE",6,"Vendor","Y"
3262,"TROPCAL MDNES SP",6,"Vendor","Y"
3314,"INTR AMR QFC DE",6,"Vendor","Y"
3325,"CAROLINA FDS SP",6,"Vendor","Y"
3340,"MICHELS CARLISLE",6,"Vendor","Y"
3441,"STERLING PEAK DE",6,"Vendor","Y"
3442,"BIMBO SA MTRY SP",6,"Vendor","Y"
3443,"OXNARD       SP",6,"Vendor","Y"
3741,"HAZPAN DE",6,"Vendor","Y"
3742,"BIMBO NR TJ   TX",6,"Vendor","Y"
3831,"HAZPAN SE",6,"Vendor","Y"
4179,"NERI BKY EXPT MI",6,"Vendor","Y"
4180,"SOUTHERN MI",6,"Vendor","Y"
4181,"BOB SAUCE/CASE S",6,"Vendor","Y"
4182,"PANIF PERU    TX",6,"Vendor","Y"
4183,"GOLD CST COI  SP",6,"Vendor","Y"
4184,"STERLING AZU  NP",6,"Vendor","Y"
4189,"SOUTHERN      NP",6,"Vendor","Y"
4190,"SOUTHERN     SP",6,"Vendor","Y"
4263,"HAZPAN GR",6,"Vendor","Y"
4315,"PANIF PERU MI",6,"Vendor","Y"
4394,"MAPLEHURST BS",6,"Vendor","Y"
4448,"TOUFYN PC ATL MI",6,"Vendor","Y"
4555,"H&S BKY ALDI AL",6,"Vendor","Y"
4556,"TOUFYN EXP MI",6,"Vendor","Y"
4557,"BIMBO NR LBMEXNL",6,"Vendor","Y"
4558,"MAPLEHURST DE",6,"Vendor","Y"
4786,"STERLING MAN  SP",6,"Vendor","Y"
4819,"MAPLEHURST NP",6,"Vendor","Y"
4823,"PANIF PERU BS",6,"Vendor","Y"
4870,"OMNI BK GR",6,"Vendor","Y"
4888,"HAZPAN        SP",6,"Vendor","Y"
4967,"PANIF PERU DE",6,"Vendor","Y"
4968,"ST ARMANDS    TX",6,"Vendor","Y"
4972,"BIMBO NR MX DA",6,"Vendor","Y"
4973,"BARCEL        DA",6,"Vendor","Y"
5225,"PANIF PERU NL",6,"Vendor","Y"
5379,"A&K BS",6,"Vendor","Y"
3474,"PASTRY HOUSE BS",6,"Vendor","Y"
3477,"SO SX CITY NE BK",5,"Bakery","Y"
4609,"INTR AMR LHBR DE",6,"Vendor","Y"
3492,"CAROLINA FDS  DA",6,"Vendor","Y"
3495,"COMERECITY CO BK",5,"Bakery","Y"
3902,"JTM FOODS DE",6,"Vendor","Y"
3537,"CRISPY LIBRTY GR",6,"Vendor","Y"
3538,"TUZZI BK GR",6,"Vendor","Y"
5050,"TOUFYN AR&TH  GR",6,"Vendor","Y"
2750,"RIV BEACH FL BK",5,"Bakery","Y"
4668,"HUNTINGTON WV BK",5,"Bakery","Y"
3927,"OCONOMOWOC WI BK",5,"Bakery","Y"
5071,"DUBUQUE IA BK",5,"Bakery","Y"
4716,"CAROLINA FDS MI",6,"Vendor","Y"
5097,"INTR AMR AND MI",6,"Vendor","Y"
4323,"A&K NP",6,"Vendor","Y"
5130,"BIMBO SA LCCL NL",6,"Vendor","Y"
3616,"TWIN CITY SL NL",6,"Vendor","Y"
2834,"ALPHA BK POLK NL",6,"Vendor","Y"
4356,"INTR AMR QFC SE",6,"Vendor","Y"
5511,"PLACENTIA CA BK",5,"Bakery","Y"
4783,"ARYZTA LA     SP",6,"Vendor","Y"
2867,"SVENHARDS     SP",6,"Vendor","Y"
3266,"FT WORTH TX BK",5,"Bakery","Y"
5540,"MULLINS       TX",6,"Vendor","Y"
5194,"TOUFYN INC VA",6,"Vendor","Y"
4419,"HOSTESS B&W BS",6,"Vendor","Y"
4423,"TABLE TALK GR",6,"Vendor","Y"
3323,"LEHIGH VALLEY",5,"Bakery","Y"
3849,"BAKEWISE BRND AL",6,"Vendor","Y"
3053,"NERI BKY AL",6,"Vendor","Y"
2673,"VACHON BS",6,"Vendor","Y"
2674,"GOLD STD BK BS",6,"Vendor","Y"
4611,"SOUTHERN      DA",6,"Vendor","Y"
4225,"ROTELLA SHAW  DA",6,"Vendor","Y"
5424,"GWCH BREAD",5,"Bakery","Y"
3117,"FREDRICK",5,"Bakery","Y"
4262,"TNT BKY GR",6,"Vendor","Y"
3540,"H&S BKY GR",6,"Vendor","Y"
3129,"CRISPY ESHORE GR",6,"Vendor","Y"
5051,"DECATUR GA BK",5,"Bakery","Y"
3961,"BIMBO SA SL MI",6,"Vendor","Y"
3675,"MULLINS BS",6,"Vendor","Y"
2875,"JTM FOODS     TX",6,"Vendor","Y"
3275,"BARCEL        TX",6,"Vendor","Y"
5544,"BIMBO SA VA",6,"Vendor","Y"
3296,"BIMBO SA SLCK NL",6,"Vendor","Y"
5600,"PROSPECT SRP LAT",5,"Bakery","Y"
3054,"NE MANNING CAKE",5,"Bakery","Y"
4590,"GIVE AND GO BS",6,"Vendor","Y"
3475,"CAROLINA FDS BS",6,"Vendor","Y"
4591,"BIMBO SA BS",6,"Vendor","Y"
4612,"HARLAN AVON   DA",6,"Vendor","Y"
2691,"ROTELLA KCDC  DA",6,"Vendor","Y"
3493,"STECK         DA",6,"Vendor","Y"
3497,"PHOENIX AZ BK",5,"Bakery","Y"
2743,"STERLING PHX DE",6,"Vendor","Y"
5423,"BARCEL DE",6,"Vendor","Y"
3126,"BAKE RITE GR",6,"Vendor","Y"
3541,"CRISPY CAP GR",6,"Vendor","Y"
3130,"BIMBO SA GR",6,"Vendor","Y"
4667,"LONDON KY BK",5,"Bakery","Y"
4669,"MERIDIAN MS BK",5,"Bakery","Y"
4694,"ELKHART IN EM W",5,"Bakery","Y"
4756,"HARLAN AVON NL",6,"Vendor","Y"
4004,"STERLING FDS SE",6,"Vendor","Y"
5515,"GOLD CST NP",6,"Vendor","Y"
4785,"GOLD CST COI  SP0",6,"Vendor","Y"
5539,"HARLAN DENVER TX",6,"Vendor","Y"
4824,"BARCEL VA",6,"Vendor","Y"
4449,"OLEAN",5,"Bakery","Y"
3322,"NORTHUMBERLAND",5,"Bakery","Y"
3476,"MAPLE DNTS ER BS",6,"Vendor","Y"
4214,"BIMBO SA FRSH BS",6,"Vendor","Y"
4606,"HARLAN DENVER DE",6,"Vendor","Y"
4224,"BIMBO SA MTRY DE",6,"Vendor","Y"
4260,"DEWAFEL GR",6,"Vendor","Y"
3125,"CRISPY MOR LH GR",6,"Vendor","Y"
3539,"GOLD MEDL FIN GR",6,"Vendor","Y"
2749,"SPECIALTY BKR GR",6,"Vendor","Y"
3128,"GOLD MEDL ADV GR",6,"Vendor","Y"
5049,"151 FOODS GR",6,"Vendor","Y"
2751,"ORANGEBURG SC BK",5,"Bakery","Y"
3928,"ELKHART IN EM MW",5,"Bakery","Y"
2833,"A&K NL",6,"Vendor","Y"
4346,"TWIN CITY NL",6,"Vendor","Y"
3632,"A&K SE",6,"Vendor","Y"
2850,"ARTISAN BKRS NP",6,"Vendor","Y"
5146,"KENT WA BK",5,"Bakery","Y"
2851,"BEAVERTON OR BK",5,"Bakery","Y"
4376,"SAFEWAY",6,"Vendor","Y"
5168,"SN ANTONIO TX BK",5,"Bakery","Y"
4397,"A&K           TX",6,"Vendor","Y"
5190,"SOUTHERN      TX",6,"Vendor","Y"
4825,"MULLINS AL",6,"Vendor","Y"
5588,"WILLIAMSPORT",5,"Bakery","Y"
5589,"AUBURN",5,"Bakery","Y"
4589,"MICHELS BKY BS",6,"Vendor","Y"
3070,"JTM FOODS BS",6,"Vendor","Y"
4592,"BELLEVUE NE BK",5,"Bakery","Y"
2676,"TOPEKA KS BK",5,"Bakery","Y"
5010,"SALTLAKCTY UT BK",5,"Bakery","Y"
3116,"LUCERNE FOODS DE",6,"Vendor","Y"
4256,"GWCH THOMAS",5,"Bakery","Y"
5425,"GWCH THOMAS MTRO",5,"Bakery","Y"
5432,"ORLANDO FL BK",5,"Bakery","Y"
3542,"VALDESE NC BK",5,"Bakery","Y"
4692,"MADISON WI BK",5,"Bakery","Y"
3146,"FERGUS FLS MN BK",5,"Bakery","Y"
3959,"TOUFYN LKLAND MI",6,"Vendor","Y"
3581,"TOUFYN PC LKE MI",6,"Vendor","Y"
4000,"GOLD STD BK NL",6,"Vendor","Y"
4757,"ALPHA BK NOVN NL",6,"Vendor","Y"
2836,"STECK NL",6,"Vendor","Y"
3619,"SANLUISOBI CA BK",5,"Bakery","Y"
5144,"STERLING FDS NP",6,"Vendor","Y"
3656,"HOUSTON TX BK",5,"Bakery","Y"
4789,"ROCKWALL TX BK",5,"Bakery","Y"
5195,"NERI BKY VA",6,"Vendor","Y"
5552,"MULLINS       SP",6,"Vendor","Y"
5590,"READING",5,"Bakery","Y"
3720,"SAYRE",5,"Bakery","Y"
3454,"LA PETITE AL",6,"Vendor","Y"
4197,"NE HAZLETON CAKE",5,"Bakery","Y"
3458,"PROSPECT",5,"Bakery","Y"
3863,"TABLE TALK BS",6,"Vendor","Y"
2675,"CARLISLE",5,"Bakery","Y"
4607,"MILE HI BKRY DE",6,"Vendor","Y"
4608,"STERLING FRSH DE",6,"Vendor","Y"
3909,"NERI BKY GR",6,"Vendor","Y"
5431,"MAPLE DNTS GR",6,"Vendor","Y"
5474,"A&K MI",6,"Vendor","Y"
4758,"BIMBO SA CEDR NL",6,"Vendor","Y"
5131,"INTR AMR AND NL",6,"Vendor","Y"
5132,"SOSANFRAN CA BK",5,"Bakery","Y"
4769,"MONTEBELLO CA BK",5,"Bakery","Y"
4782,"A&K           SP",6,"Vendor","Y"
4784,"GALASSOS BKRY SP",6,"Vendor","Y"
4021,"ARLINGTON TX BK",5,"Bakery","Y"
4379,"GR PRAIRIE TX BK",5,"Bakery","Y"
4391,"MAISON ISABEL GR",6,"Vendor","Y"
4809,"HARLAN AVON   TX",6,"Vendor","Y"
4402,"INTR AMR AND VA",6,"Vendor","Y"
5196,"CRISPY BKY VA",6,"Vendor","Y"
5210,"STERLING GB   SP",6,"Vendor","Y"
4838,"ROCKY MTN BRD DE",6,"Vendor","Y"
4196,"BIMBO SA AL",6,"Vendor","Y"
3069,"CAROLINA ADV BS",6,"Vendor","Y"
2690,"GOLD CST DE",6,"Vendor","Y"
3494,"DENVER CO BK",5,"Bakery","Y"
3496,"ALBUQURQUE NM BK",5,"Bakery","Y"
2748,"BAKEWISE BRND GR",6,"Vendor","Y"
5429,"CHATTANOOGA GR",6,"Vendor","Y"
4261,"WIXONS BKY GR",6,"Vendor","Y"
4693,"GRAND RPDS MI BK",5,"Bakery","Y"
5072,"ROSEVILLE MN BK",5,"Bakery","Y"
3929,"ELKHART IN BB",5,"Bakery","Y"
2802,"TOUFYN AT/CON MI",6,"Vendor","Y"
3960,"ST. ARMANDS MI",6,"Vendor","Y"
3583,"BARCEL MI",6,"Vendor","Y"
3220,"TOUFYN INC NL",6,"Vendor","Y"
2835,"BIMBO SA CTRY NL",6,"Vendor","Y"
4363,"GALASSOS BKRY NP",6,"Vendor","Y"
3640,"SVENHARDS NP",6,"Vendor","Y"
4816,"CAROLINA KRO VA",6,"Vendor","Y"
4817,"CAROLINA FDS VA",6,"Vendor","Y"
5551,"GOLD CST SE",6,"Vendor","Y"
4842,"NERI BKY MI",6,"Vendor","Y"
4572,"AUTOMATC ROLL AL",6,"Vendor","Y"
3478,"OKLHMA CTY OK BK",5,"Bakery","Y"
5393,"A&K DE",6,"Vendor","Y"
4255,"STERLING FRZN DE",6,"Vendor","Y"
3124,"NERI BKY MTRO GR",6,"Vendor","Y"
5428,"NERI BLK MOR GR",6,"Vendor","Y"
4264,"GASTONIA NC BK",5,"Bakery","Y"
5448,"QUALITY BK TN MI",6,"Vendor","Y"
3582,"BIMBO SA MI",6,"Vendor","Y"
3614,"CAROLINA FDS NL",6,"Vendor","Y"
3617,"BARCEL NL",6,"Vendor","Y"
3221,"ALF NICKLES NL",6,"Vendor","Y"
5133,"SACRAMENTO CA BK",5,"Bakery","Y"
3631,"INTR AMR FM SE",6,"Vendor","Y"
3233,"ESCONDIDO CA BK",5,"Bakery","Y"
3652,"STERLING FDS  SP",6,"Vendor","Y"
2868,"GOLD CST P100 SP",6,"Vendor","Y"
5164,"GOLD CST P2DS SP",6,"Vendor","Y"
4395,"CAROLINA FDS  TX",6,"Vendor","Y"
4810,"BIMBO SA MTRY TX",6,"Vendor","Y"
3683,"BISC DELACRE NV",6,"Vendor","Y"
3286,"LACROSSE BAKERY",6,"Vendor","Y"
2908,"ALPHA BK MI",6,"Vendor","Y"
6818,"BIMBO NR MX MI",6,"Vendor","Y"
4040,"TEASDALE FDS TX",6,"Vendor","Y"
6490,"BIMBO COLOMBI BS",6,"Vendor","Y"
6489,"BIMBO COLOMBI AL",6,"Vendor","Y"
6493,"BIMBO COLOMBI GR",6,"Vendor","Y"
6494,"BIMBO COLOMBI NL",6,"Vendor","Y"
6497,"BIMBO COLOMBI SP",6,"Vendor","Y"
6496,"BIMBO COLOMBI SE",6,"Vendor","Y"
6515,"WHB RICHMOND SP",6,"Vendor","Y"
2866,"**NA ARYZ CHGO SP",6,"Vendor","N"
3651,"BARCEL-COI SP",6,"Vendor","Y"
2672,"**NA ARYZTA BS",6,"Vendor","N"
4348,"**NA ARYZ INV NL",6,"Vendor","N"
6552,"SOUTHERN NP",6,"Vendor","Y"
6564,"BARCEL SE",6,"Vendor","Y"
6578,"INTR AMR LHBR TX",6,"Vendor","Y"
4223,"**NA ARYZTA DE",6,"Vendor","N"
6500,"BIMBO QSR MI",6,"Vendor","Y"
6443,"HOSTESS CHI TX",6,"Vendor","Y"
6444,"HOSTESS CHI MI",6,"Vendor","Y"
5350,"TH MUFFINS-GW",6,"Vendor","N"
6455,"BAKE ONE AL",6,"Vendor","Y"
6457,"BAKE ONE CA",6,"Vendor","Y"
6458,"BAKE ONE DA",6,"Vendor","Y"
6463,"BAKE ONE NP",6,"Vendor","Y"
6464,"BAKE ONE SE",6,"Vendor","Y"
6465,"BAKE ONE SP",6,"Vendor","Y"
6466,"BAKE ONE TH",6,"Vendor","Y"
6467,"BAKE ONE TX",6,"Vendor","Y"
6468,"BAKE ONE VA",6,"Vendor","Y"
6504,"WHB ROANOKE NL",6,"Vendor","Y"
3999,"**NA ARYZTA NL",6,"Vendor","N"
4808,"**NA ARYZTA  TX",6,"Vendor","N"
6544,"DRY GOOD MAN  TX",6,"Vendor","Y"
2844,"BIMBO NR MX SE",6,"Vendor","Y"
3830,"MONTEBELLO CAKE",6,"Vendor","N"
5204,"HAZPAN        DA",6,"Vendor","Y"
4554,"SNACK INNOVAT BS",6,"Vendor","Y"
3829,"ALPHA LAPORTE NL",6,"Vendor","Y"
5430,"FLOWERS FDS GR",6,"Vendor","Y"
3833,"**NA UPPER CRUST   NP",6,"Vendor","N"
6656,"WHB RICHMOND MI",6,"Vendor","Y"
6728,"NERI BKY DA",6,"Vendor","Y"
6816,"BAGEL BOY GR",6,"Vendor","Y"
6574,"7 DAY MANUAL CLOSE",6,"Vendor","Y"
4655,"FS LA-CROSSE",5,"Bakery","Y"
4347,"NERI BKY NL",6,"Vendor","Y"
6785,"CAROLINA PPS BS",6,"Vendor","Y"
6793,"CICERO",6,"Vendor","Y"
6824,"CEN CA BAK SP",6,"Vendor","Y"
3035,"A&K ALDI AL",6,"Vendor","Y"
6522,"MICHELS  TRC GR",6,"Vendor","Y"
4057,"A&K ALDI NL",6,"Vendor","Y"
6600,"BIMBO NR TJ NL",6,"Vendor","Y"
5293,"**  NA ARNOLD LATE CORE",5,"Bakery","N"
2929,"INTR AMR PROD TX",6,"Vendor","Y"
5163,"BIMBO NR TJ 4 SP",6,"Vendor","Y"
6648,"WHB RICHMOND MI",6,"Vendor","N"
6826,"CEN CA BAK SS NP",6,"Vendor","Y"
3338,"WHB OXNARD    NP",6,"Vendor","Y"
3618,"WINDSOR NL",6,"Vendor","Y"
5581,"**NA ALPICELA SE",6,"Vendor","N"
4396,"BIMBO NR MX 4 TX",6,"Vendor","Y"
4019,"BIMBO NR MX   SP",6,"Vendor","Y"
3872,"BIMBO NR MEX DE",6,"Vendor","Y"
3676,"BIMBO NR MX   TX",6,"Vendor","Y"
3243,"BIMBO NR MEX NP",6,"Vendor","Y"
5349,"OMNI BK MI",6,"Vendor","Y"
6521,"WHB ROANOKE MI",6,"Vendor","Y"
6541,"HORIZON SE",6,"Vendor","Y"
4010,"**NA ARYZTA NP",6,"Vendor","N"
4559,"CICERO 4 DAY CLOSE",6,"Vendor","Y"
6586,"TOUFYN INC DA",6,"Vendor","Y"
6599,"HAZPAN VA",6,"Vendor","Y"
6598,"OMNI BK VA",6,"Vendor","Y"
3719,"** NA HAZLETON",5,"Bakery","N"
5233,"MICHELS ADV WEST",6,"Vendor","Y"
5249,"BARCEL        NP",6,"Vendor","Y"
5554,"LUCERNE FOODS NP",6,"Vendor","Y"
5559,"HAZPAN MI",6,"Vendor","Y"
5584,"LA PETITE VA",6,"Vendor","Y"
5587,"BIMBO NR TJ   SP",6,"Vendor","Y"
5602,"MULLINS NL",6,"Vendor","Y"
5604,"HAZPAN NL",6,"Vendor","Y"
5605,"WHB OXNARD   SP",6,"Vendor","Y"
5606,"HAZPAN        TX",6,"Vendor","Y"
5675,"BARCELL BS",6,"Vendor","Y"
5676,"TOUFYN INC MI",6,"Vendor","Y"
5678,"GOLD CST      TX",6,"Vendor","Y"
5679,"GALASSOS BK M SP",6,"Vendor","Y"
3828,"JTM FOODS NL",6,"Vendor","Y"
6450,"JTM FOODS PPSBS",6,"Vendor","Y"
6451,"BIMBO SA MTRY DA",6,"Vendor","Y"
6456,"BAKE ONE BS",6,"Vendor","Y"
6459,"BAKE ONE DE",6,"Vendor","Y"
6460,"BAKE ONE GR",6,"Vendor","Y"
6461,"BAKE ONE MI",6,"Vendor","Y"
6462,"BAKE ONE NL",6,"Vendor","Y"
6469,"SVENHARDS SS SP",6,"Vendor","Y"
6827,"ATTWELL AL",6,"Vendor","Y"
6474,"BARCEL GR",6,"Vendor","Y"
6575,"7 DAY MANUAL CLOSE",6,"Vendor","Y"
5230,"ABBY GENNESEE",6,"Vendor","Y"
3615,"BIMBO SA KCCK NL",6,"Vendor","Y"
3440,"ALPINE VALLEY",6,"Vendor","Y"
5238,"JTM FOODS SP",6,"Vendor","Y"
4011,"BIMBO NR TJ NP",6,"Vendor","Y"
6756,"SVENHARDS 4 D NP",6,"Vendor","Y"
3261,"BIMBO NR TJ 7 SP",6,"Vendor","Y"
5145,"BIMBO NR TJ 7 NP",6,"Vendor","Y"
3312,"PANIF PERU    SP",6,"Vendor","Y"
3832,"TROPICAL MADNESS",6,"Vendor","Y"
4048,"MAPLEHURST    SP",6,"Vendor","Y"
6647,"WHB RICHMOND GR",6,"Vendor","Y"
6441,"BIMBO QSR NL",6,"Vendor","Y"
6473,"BIMBO QSR DE",6,"Vendor","Y"
3695,"**NA UPPER CRUST   SP",6,"Vendor","N"
3242,"**NA INTR AMR LHBR NP",6,"Vendor","N"
6492,"BIMBO COLOMBI DE",6,"Vendor","Y"
6491,"BIMBO COLOMBI DA",6,"Vendor","Y"
6498,"BIMBO COLOMBI TX",6,"Vendor","Y"
6502,"OMNI BK NL",6,"Vendor","Y"
2803,"**NA ARYZTA MI",6,"Vendor","N"
6532,"HORIZON NP",6,"Vendor","Y"
6529,"TOUFYN TX",6,"Vendor","Y"
5677,"FRZNGOODS-MANUAL",6,"Vendor","N"
6547,"**NA MANUAL 7 DAY CLOSE",6,"Vendor","N"
6616,"WHB RICHMOND SE",6,"Vendor","Y"
6649,"WHB RICHMOND NL",6,"Vendor","Y"
6548,"MANUAL 7 DAY CLOSE",6,"Vendor","N"
6746,"CAROLINA FDS DE",6,"Vendor","Y"
3714,"ARYZTA FRST DE",6,"Vendor","Y"
2910,"ARYZTA FRST   SP",6,"Vendor","Y"
6445,"HOSTESS CHI BS",6,"Vendor","Y"
6540,"HORIZON DE",6,"Vendor","Y"
6587,"A&K DA",6,"Vendor","Y"
6626,"HARRIS BAKING TX",6,"Vendor","Y"
6533,"HORIZON SP",6,"Vendor","Y"
6642,"BIMBO NR TJ MI",6,"Vendor","Y"
6674,"LA PETITE BS",6,"Vendor","Y"
6748,"CAROLINA FDS SE",6,"Vendor","Y"
6525,"BARCEL-SP",6,"Vendor","Y"
6825,"CEN CA BAK NP",6,"Vendor","Y"
6823,"CEN CA BAK SS SP",6,"Vendor","Y"
5212,"HOSTESS BS",6,"Vendor","Y"
6817,"ATTWELL GR",6,"Vendor","Y"
2931,"PITTSBRGH PA IBP",11,"Sales Center","N"
6512,"PITTSBRGH PA RSP",11,"Sales Center","Y"
6619,"PITTSBURGH LFSP",11,"Sales Center","Y"
6900,"MLTEST DEPOT",11,"Sales Center","Y"
6660,"ETNA WY IBP",11,"Sales Center","Y"
5681,"DUNFORD",11,"Sales Center","Y"
6898,"AK SC REG 3",11,"Sales Center","Y"
6862,"AK SALES CENTER 1",11,"Sales Center","Y"
6897,"AK SC REG 2",11,"Sales Center","Y"
6896,"AK SC REG 1",11,"Sales Center","Y"
3609,"BOISE ID IBP",11,"Sales Center","Y"
6738,"SCHNUCKS PALLET DROP",11,"Sales Center","N"
6740,"SCHNUCKS PALLET DROP",11,"Sales Center","Y"
4735,"PRARIDCHN WI IBP",11,"Sales Center","Y"
4995,"WINFIELD KS RSP",11,"Sales Center","Y"
3225,"HAYWARD CA ARDEN",11,"Sales Center","Y"
5231,"SOUTHLAND RENO",11,"Sales Center","Y"
5126,"WENATCHEE WA RSP",11,"Sales Center","Y"
2744,"GRENADA MS IBP",11,"Sales Center","Y"
3611,"KENNEWICK WA RSP",11,"Sales Center","Y"
2849,"CORONA CA",11,"Sales Center","Y"
4773,"LANCASTER CA NHV",11,"Sales Center","Y"
3873,"TRUORCONS NM IBP",11,"Sales Center","Y"
4762,"SANTACRUZ CA",11,"Sales Center","Y"
4453,"SANTACRUZ CA IMP",11,"Sales Center","Y"
4330,"**NA ENNES IN IBP",11,"Sales Center","N"
4624,"CEDAR CTY UT RSP",11,"Sales Center","Y"
5047,"WNCHESTR VA SDR1",11,"Sales Center","Y"
5028,"WNCHESTR VA SDR2",11,"Sales Center","Y"
2723,"WINCHESTR VA IBP",11,"Sales Center","Y"
5030,"WINCHESTR VA ST",11,"Sales Center","Y"
5111,"PERU IL IBP",11,"Sales Center","Y"
6813,"KINGSFORD MI IBP",11,"Sales Center","Y"
5102,"KINGSFORD MI RSP",11,"Sales Center","Y"
5486,"GALESBURG IL IBP",11,"Sales Center","Y"
4794,"ROSWELL NM IBP",11,"Sales Center","Y"
3201,"IOWA CITY IA IBP",11,"Sales Center","Y"
6650,"GH IL EXPRESS",11,"Sales Center","Y"
6581,"ECOMM GLENDALE HEIGHTS",11,"Sales Center","Y"
2814,"GLENDL HT IL IBP",11,"Sales Center","Y"
5468,"GLENDL HT IL RSP",11,"Sales Center","Y"
3064,"JONESBORO AR IBP",11,"Sales Center","Y"
3076,"OMAHA NE RSP",11,"Sales Center","Y"
2877,"STAUNTON VA BM",11,"Sales Center","Y"
4812,"STAUNTON VA IBP",11,"Sales Center","Y"
3195,"LIVONIA MI IBP",11,"Sales Center","Y"
6658,"WOODLAWN EXP",11,"Sales Center","Y"
3172,"CINCINATI OH RSP",11,"Sales Center","Y"
4583,"KC KS SHAWNE IBP",11,"Sales Center","Y"
4235,"GLOBE AZ IBP",11,"Sales Center","Y"
3666,"AL SUPER ELP PLT",11,"Sales Center","Y"
4380,"EL PASO TX IBP",11,"Sales Center","Y"
3664,"ELPA MEX RT PLT",11,"Sales Center","Y"
3311,"CODY WY",11,"Sales Center","Y"
2852,"MISSOULA MT IBP",11,"Sales Center","Y"
4366,"GOT BREAD",11,"Sales Center","Y"
3641,"BREMERTON WA RSP",11,"Sales Center","Y"
6667,"BREMERTON IM IBP",11,"Sales Center","Y"
4310,"PIKEVILLE KY RSP",11,"Sales Center","Y"
3670,"MIDLAND TX IBP",11,"Sales Center","Y"
3850,"LAKEWOOD NJ ENT",11,"Sales Center","Y"
3524,"LAKEWOOD NJ AR",11,"Sales Center","Y"
5036,"LAKEWOOD NJ VR",11,"Sales Center","Y"
3653,"LAKEWOOD NJ THM",11,"Sales Center","Y"
2853,"BUTTE MT IBP",11,"Sales Center","Y"
3179,"LOUISVIL KY RSP",11,"Sales Center","Y"
3133,"MORRISVIL NC IBP",11,"Sales Center","Y"
5056,"MORRISVLLE NC BM",11,"Sales Center","Y"
4630,"AG UTAH DIST UT",11,"Sales Center","Y"
5406,"GRANITE CNT DE",11,"Sales Center","Y"
3101,"NICOLAS AN CO DE",11,"Sales Center","Y"
4015,"PEAK",11,"Sales Center","Y"
2715,"NICKDEBENEDIC DE",11,"Sales Center","Y"
3969,"JANESVIL WI IBP",11,"Sales Center","Y"
3604,"NEW ULM MN IBP",11,"Sales Center","Y"
4733,"DAVENPORT IA IBP",11,"Sales Center","Y"
3507,"PRICE UT IBP",11,"Sales Center","Y"
5517,"**NA MTVERNON SE DIST",11,"Sales Center","N"
6670,"MT VERNON IM IBP",11,"Sales Center","Y"
4013,"MT VERNON WA RSP",11,"Sales Center","Y"
3603,"HOPKINSVL KY IBP",11,"Sales Center","Y"
3061,"MANHATTAN KS IBP",11,"Sales Center","Y"
5001,"MANHATTAN KS RSP",11,"Sales Center","Y"
2869,"DICKINSON TX I/O",11,"Sales Center","Y"
3058,"ERIE PA      IBP",11,"Sales Center","Y"
3965,"MILWAUKEE WI RSP",11,"Sales Center","Y"
2668,"DODGE CTY KS RSP",11,"Sales Center","Y"
5383,"DODGE CTY KS IBP",11,"Sales Center","Y"
3084,"STEAMBOAT CO",11,"Sales Center","Y"
3226,"CHICO CA",11,"Sales Center","Y"
5503,"CHICO CA IMP",11,"Sales Center","Y"
6743,"S ANTONIO EXP RSP",11,"Sales Center","Y"
6486,"S ANTONIO EXP IBP",11,"Sales Center","Y"
5521,"BD IN MOTION PLT",11,"Sales Center","Y"
2860,"BEK SAN PLT",11,"Sales Center","Y"
4777,"SAARA VLERO PLT",11,"Sales Center","Y"
6810,"S ANTON EXP RSP2",11,"Sales Center","Y"
4798,"S ANTONIO TX I/O",11,"Sales Center","Y"
5037,"MANSFIELD PA IBP",11,"Sales Center","Y"
3302,"MANSFIELD PA SDR",11,"Sales Center","Y"
3086,"TUCUMCARI NM IBP",11,"Sales Center","Y"
4284,"DEEP GAP NC IBP",11,"Sales Center","Y"
5374,"RUSSLLVLLE AR IBP",11,"Sales Center","Y"
3465,"ERIE PA      SDR",11,"Sales Center","Y"
5480,"BELLEVUE IL IBP",11,"Sales Center","Y"
