"PROD_DTL_ID","COMMON_PRODUCT_NUM","PROD_DTL_NAME"
4258,"903824","X-KK WHEAT 6 SLICED"
4261,"903827","GIANT WHITE 2 PK"
4262,"903828","GIANT WHITE 2 PK"
4266,"903832","POTATO DINNER 8PK"
4267,"903833","BF COUNTRY POTATO 24"
4271,"903837","LIGHT OAT"
4272,"903838","LIGHT ITALIAN SD"
4273,"903839","LIGHT RYE"
4276,"903842","NY STYLMARBLERYE"
4278,"903844","JOHNNY FOODMSTR ENG6"
4281,"903847","HAM POTATO 8 BF"
4283,"903849","HOT POTATO 8 BF"
4284,"903850","OAT NUT"
4287,"903853","BF 12 GRAIN"
4288,"903854","NORTHGROCERS ENGLISH"
4292,"903857","SOFT RYE SEEDED"
4294,"903859","SOFT RYE PUMPERN"
4295,"001855","BIG WHI NE HOT 8P11Z"
4297,"903861","BIG BUY  WHITE"
4298,"903862","BIG BUY  WHITE"
4299,"903863","BIG BUY OATMEAL 16Z"
4302,"903866","BIG BUY HAM 16"
4303,"903867","X-BIG BUY HOT NE 16"
4304,"903868","X-BIG BUY HOT NE 16"
4306,"903870","BIG BUY HOT 16PK"
4307,"903871","CLASSIC POPPY 8 BF"
4309,"903873","HEARTY RYE SEEDED"
4312,"903876","CLASSIC POTATO 8 BF"
4314,"903878","BROWN N SERVE BF"
4315,"903879","BROWN N SERVE BF"
4316,"903880","UNSEEDED HALF LF"
4318,"903882","BF BUTTERTIP WHITE"
4320,"903884","BUTTERMILK WHEAT"
4322,"903886","BF CANADAN OATBRED24"
4323,"903887","FH CANADIAN OAT"
4324,"903888","BULKY ROLL"
4326,"903890","SPLIT TOP WHITE"
4327,"903891","SPLIT TOP WHITE"
4329,"903893","CLASSIC KAISER 8 BF"
4331,"903895","CLASSIC ONION 8 BF"
4332,"903896","MALONE DOUGH"
5563,"005354","ST WHI HAM 8P 12Z"
5564,"003849","ST WHI HAM 8P 12Z"
5567,"005355","ST WHI HOT 8P 12Z"
5568,"904954","HOT DOG DOZEN"
5569,"904955","HOT DOG DOZEN"
5570,"005374","ST WHI ST DNRL 16P18"
5573,"904958","PC 6"" SUB 21157"
5574,"904959","PC SEED RYE 11760"
5575,"904960","0393 P&C RAISIN SPEC"
5576,"904961","QUALITY RYE 11763"
5579,"904964","PC PUMP 11761"
5580,"904965","PC 2# NY RYE 11757"
5582,"904967","0430 CS WHITE SAND 5"
5583,"904968","0431 CS WHEAT SAND 5"
5586,"904971","0434 CS 2  MARBLE"
5587,"904972","0435 CS 1"" STEAK B"
5588,"904973","0436 CS NY DINNER"
5589,"904974","0437 CS 2  NY RYE"
5592,"904977","0441 CS RAISIN"
5593,"904978","0442 CS ASST DINNER"
5595,"904980","0444 CS BREAK DINNER"
5599,"904982","0447 CS BULKIE 8"
5600,"904983","0448 CS SOURDO"
5601,"904984","0449 CS CORNELL RYE"
5602,"904985","0450 CS POPPY TWIST"
5605,"904988","0453 CS 13"" SUB 6"
5606,"904989","0454 CS CLUB WHITE 6"
5608,"904991","456 CS I/W MULUGR DI"
5611,"904994","ATKINS WHITE (10)"
5612,"904995","ATKINS RYE (10)"
5613,"904996","ATKINS WHITE 10"
5615,"904998","0491 CS SLT FRE SL"
5616,"904999","0492 CS WHEAT SLICES"
5618,"905001","0494 CS WHITE SLICES"
5619,"905002","0495 CS IW KAISER"
5621,"905004","ATKINS WHITE"
5623,"905006","ATKINS MULTIGR"
5624,"905007","0501 BG WONDER FRENC"
5625,"905008","0502 WONDER  2 RYE S"
5627,"905010","0509 WON TOPS RYE SP"
5628,"905011","0510 WOND SFT RYE SP"
5631,"905014","0516 TR 4"" HAM 30"
5632,"905015","0525 WONDER MED KAIS"
5633,"905016","0527 WONDER MED KIMM"
5635,"905018","0531 WOND FUGERON 8"
5636,"905019","0539 WON FUG POPPY 8"
5637,"905020","551 WON FUGERON ONIO"
5640,"905023","1452 MR STEAK 1"" 2"
5641,"905024","SPR FLOW WHITE"
5643,"905026","0560 WONDER CLUB WHI"
5644,"905027","563 WON 8"" HOAG 6"
5645,"905028","571 WON YELL KAISER"
5648,"905031","1456 ORL 1"" YELL S"
5649,"905032","ORL CLUB WHITE 26SL"
5650,"905033","STR WHITE CLUB SL"
5652,"905035","0600 CS ICEBOX BREAD"
5653,"905036","0605 CS CORN KAISER"
5654,"905037","CS ICEBOX (12)"
5657,"905040","FINAST 20 0Z O.T."
5658,"905041","D.D. EXTRA LARGE"
5660,"905043","2460 WHITE CLUB SL 2"
5661,"905044","631 WONDER ONION 8"
5662,"905045","0639 WONDER POPPY TW"
5664,"905047","S.B. KING 22OZ"
5666,"905049","FRZ COUN WHITE (12)"
5669,"905052","0672 WON TWIST SD 8"
5671,"905054","0706 ORL 4 1/2 POPPY"
5676,"905058","0804 REDI RYE SPEC"
5677,"905059","0805 REDI RYE N/S SP"
5678,"905060","0807 ITALIAN SPEC"
5683,"905065","0824 TOPS REDI RYE S"
5684,"905066","ALDI 1 LB N/S RYE"
5685,"905067","0834 TOPS KAISER 8 S"
5689,"905071","0847 22OZ R WHITE 99"
5690,"905072","D'ITAL LT 2 PAK"
5694,"905076","0901 BKWIK ITALIAN S"
5695,"905077","M RAISIN 2PK"
5699,"905081","0907 BKWIK ONION 8 S"
5701,"905083","902 BKWIK KAISER 8 S"
5705,"905087","0938 TR TW N/S 30"
5707,"905089","0940 TR 4 1/2"" APP"
5709,"905091","0944 SFT FANCY 12"
5711,"905093","DW HISTORY"
5714,"905096","0970 ONION ROLL 8"
5716,"905098","0974 TR 4 1/2"" MD"
5717,"905099","0975 SCHWEBEL STEAK"
5721,"905103","CROUTONS TOASTED"
5723,"905104","0992 COHEN  2 RYE SD"
5726,"905107","0995 COHEN  1 3/8"""
5727,"905108","MOR WHITE 30 SL"
5729,"905109","BT WHITE 30 SL 22OZ"
5732,"001030","STALE BREAD"
5734,"905113","BT CLUB WHI UNSL 32Z"
5735,"001062","ST FAM WHI RT 2P 40Z"
5738,"905115","S.B.SMALL WHITE"
5741,"905117","D.C. PREM WHITE"
5744,"005901","ST SB KING WHI SW 22"
5746,"905119","STALE RANCH"
5747,"001122","S.B.RANCH 2 PAK"
5751,"905121","NO PR RANCH"
5752,"905122","UNSL RANCH"
5753,"905123","RANCH /"
5757,"001145","ECONOMY WHITE 16 0Z"
5758,"905126","D.D. HALF LOAF"
5759,"905127","YELLOW GOOSE O.T."
5764,"001195","FS WHI SWBRD 24Z"
5765,"001196","PB WHITE 28SL 28OZ"
5769,"005903","BT CLUB WHITE 26 SL"
5770,"001214","BT TEXAS TOAST 19 SL"
5774,"001033","FS MUR YEL SWBRD 25Z"
5775,"905136","GW YL 18SL 28OZ"
5776,"905137","I/S TEXAS TOAST (12)"
4898,"904399","REGULAR WHITE FBC"
4899,"904400","REGULAR WHITE 99"
4900,"904401","WHITE 1/2 LOAF"
4901,"000286","FH CANADIAN OAT 24Z"
4902,"904402","FH CANADIAN OAT"
4903,"006473","FH PLN SFTRYE BRD 20"
4904,"904403","SH SOFT RYE PL"
4905,"000113","FH SOFT RYE SEEDED20"
4906,"904404","FH SOFT RYE SD"
4907,"904405","SOFT RY PUMP"
4910,"904408","FH LO SODIUM"
4911,"904409","SOFT RYE PUMPERN SOL"
4912,"904410","SOFT RYE SEEDED SOL"
4913,"006563","FH OLD FASHION 20Z"
4914,"904411","OLD FASHION"
4915,"904412","OLD FASHION"
4916,"904413","FH OLD FASHION"
4917,"904414","BUTTERCRUST WHIT"
4918,"904415","FH NEW ENG 6     RLS"
4919,"000123","FH RAISIN"
4921,"006328","FH UNSEA CRTN 12Z"
4922,"006329","SEASONED CROUTON 12Z"
4923,"904417","1886 TRADITION"
4924,"000223","FH SAND MATE 8P12"
4925,"904418","FH SEEDSAND MATE8P12"
4926,"904419","SAND MATE 8 FBC"
4927,"904420","HOT 12 FBC"
4928,"904421","HOT 12 FBC"
4930,"904423","HAM 12 FBC"
4931,"006811","FH WHI NE HOT 16P22Z"
4934,"904425","STAR SEED ROL"
4935,"904426","STAR UNSEED SOLID"
4936,"904427","TORPEDO ROLL 6"
4938,"904429","X-SAND MATE 12 FBC"
4939,"904430","DINNER 24"
4775,"904292","BRAN  HONEY DONUTS"
4776,"904293","ORANGE DONUTS"
4777,"006616","FH PLN DON 12P 17Z"
4779,"904295","SUGAR DONUT HOLE"
4780,"904296","ASSORTED DONUT"
4781,"904297","FH ASST DONUT"
4784,"904300","PLAIN DONUT"
4786,"904302","GOLDEN LOAF"
4787,"904303","APPLE TURNOVERS"
4788,"904304","CREAMY CURLS"
4790,"904306","MARBLE LOAF CAKE"
4791,"904307","SPANISH BAR CAKE"
4792,"904308","CRUMB CAKE"
4793,"904309","BLUEBERRY COFFEE SQR"
4794,"904310","CHEESE COFFEE CAKE"
4795,"904311","HOLIDAY GOLD CAKE"
4796,"904312","FRESH CARROT CAKE"
4797,"904313","GERM CHOC SHEET CK"
4798,"000829","APPLE STRUDEL"
4800,"000897","FREIHOFER"
4802,"904316","HOLIDAY CUPS"
4803,"904317","RASP PIE"
4804,"904318","BANANA FLIP"
4805,"904319","CHOC FLIP"
4806,"904320","PL GOLDFINGER (3)"
4807,"904321","TWO PK RASP FINGER"
4808,"904322","SMALL JELLY ROLL"
4810,"904324","SPICE CUPCAKES"
4811,"904325","CHOC CUPCAKES 2"
4812,"904326","RASP JELLY ROLL 4"
4813,"904327","ANGEL FOOD BAR"
4814,"904328","SNACK CINN ROLL"
4815,"904329","BEAR CLAW"
4816,"904330","SNACK HONEY BUN"
4817,"904331","MINI CHOC DONUTS"
4820,"904334","PUMPKIN PIE"
4821,"904335","PUMPKIN PIE"
4822,"904336","CHOC CUP FAM PAK"
4824,"904338","APPLE PIE"
4825,"904339","FRENCH APPLE PIE"
4826,"904340","STRAW RHUB PIE"
4829,"904343","MINCE MEAT PIE"
4830,"904344","BLUEBERRY PIE"
4831,"904345","DANISH STRIP"
4833,"904347","CINPECAN COFFEE CAKE"
4834,"904348","FH CI PECAN COFFCAKE"
4835,"904349","CRANB ORANGE LF"
4838,"904352","BROWNIES"
4839,"904353","GERM BUTTER COOK"
4840,"006427","LARGE GOLD SHEET"
4842,"904354","HLDY PRTY SH CK"
4843,"904355","ASSTD DON 9 PK"
4847,"006532","HAM 12 SESAME SLICED"
4848,"904358","HAM 12 SESAME SLICED"
4850,"904360","HAM 60 PLAIN"
4854,"904363","CLUB SEEDED 30 PK"
4855,"904364","HAM 60--4 IN SEED"
4859,"904368","CLASSIC CORNMEAL"
4860,"904369","CLASSIC CORNMEAL"
4861,"904370","CLASSIC CORNMEAL"
4865,"904374","FIVE INHAM PLAIN"
4868,"008413","FH WHI EM 6P 12Z"
4870,"904377","ENGLISH MUFFINS"
4871,"904378","ENGLISH MUFFINS"
4874,"904380","WHITE LARGE"
4876,"904382","FH LARGE WHITE 20Z"
4881,"904386","FH S/TOP WHITE R"
4884,"904388","FREIH 20OZ WHEAT"
4885,"904389","FH S/TOP WHEAT"
4887,"904391","HAM REST 12 PK"
4888,"904392","DINNER 12 FBC"
4892,"006417","FH WHI HAM 8P 12Z"
4894,"008313","FH REG WHITE FBC 16"
5063,"904526","HALF LOAF RYE PLAIN"
5064,"904527","FH 1/2 RYE PL   AIN"
5065,"904528","HALF LOAF RYE SEEDED"
5067,"904530","BUTTERTOP WHITE"
5068,"904531","BUTTER TOP WHEAT"
5070,"904532","FH SEVEN GRAIN"
5071,"904533","SEVENGRAIN BREAD"
5075,"904536","FH WHITE CANADA"
5076,"904537","WHITE CANADIAN F"
5077,"000170","FH HEARTY 12GRN 24Z"
5078,"904538","FH 12 GRAIN"
5080,"904540","SESAME SEED 24Z"
5081,"904541","HONEY OAT 24Z"
5083,"904542","ATB PLAIN 6P"
5084,"904543","FH ATB PLAIN 6"
5085,"904544","ATB TWIN"
5089,"904548","ATB RAISIN 6"
5090,"904549","ATB RAISIN 6"
5091,"904550","ATB HONEY"
5092,"904551","ATB HONEY"
5095,"904554","CLASSIC POTATO 8 FBC"
5096,"904555","CLASSIC POTATO 8 FBC"
5097,"904556","CLASSIC ONION 8 FBC"
5098,"904557","CLASSIC ONION 8 FBC"
5102,"904561","CLASSIC KAISER 8 FBC"
5103,"007304","FH HD POTATO RL 8P15"
5104,"904562","HOT POTATO 8 FBC"
5106,"904563","HAM POTATO 8 FBC"
5107,"904564","BROWN N SERVE POTATO"
5108,"904565","BROWN N SERVE POTATO"
5111,"904567","DINNER POTATO 8 FBC"
5112,"904568","DINNER POTATO 8 FBC"
5113,"002634","FH POT NE HTDG 8P12Z"
5117,"000280","FH WHI HOT 16P 24Z"
5118,"904572","VP HOT 16 FBC"
5121,"904574","VP HAM 16 FBC"
5122,"904575","DP ENG MUFF 24 P"
5124,"904577","S/T GRAIN 24Z"
5125,"904578","STEAK ROLL"
5127,"904580","CLUB WHITE SOLID"
5128,"000984","FS WHE SWBRD 28Z"
5129,"904581","CLUB WHEAT"
5132,"008612","FS WHI SWBRD 28Z"
5133,"904584","CLUB WHITE"
5135,"904586","FS 12 GRAIN 22Z"
5136,"904587","BREAD CRUMB 20#"
5137,"904588","FH BREAD CRUMBS"
5139,"006334","PB MULTIGR SAND 12"
5140,"904589","POT ROLL"
5142,"904591","FD SV CORN DUSTED RL"
5144,"006356","FH DELI STEAK 6P15Z"
5146,"904594","ONION ROLL 6 PACK"
5147,"904595","ONION RL TWLV  PACK"
5148,"904596","OATML ROLL"
5150,"006480","FH LRG WHI RTBRD 2P"
5151,"904597","FH DP LG WHITE"
5153,"006482","FH WHE STBRD 2P 40Z"
5154,"904599","DP LIGHT ITAL SEED"
5155,"000484","FH ITALNO PLN DP 40Z"
5157,"904600","FH DP WH WHEAT"
5158,"006486","FH CTY WHI BRD 2P48Z"
5161,"904602","DP POTATO BRD"
5162,"904603","FH DP POTATO BRE"
5163,"000489","FH ITALNO SD DP 40Z"
5165,"904604","DP FBC OAT NUT"
5166,"006491","DP FBC 12 GRAIN"
5170,"006695","DP LIGHT WHEAT 32Z"
5171,"904607","DP LIGHT OAT 32Z"
5172,"904608","BIG N FRESH DP FBC"
5173,"904609","DP WHITE FBC"
5178,"904613","GOLDEN DELIGHT COOK"
5179,"904614","CINN SANDIES"
5181,"904616","BLACKEYED SUSAN COOK"
5183,"904618","PEANUT BUTTER CK LRG"
5186,"904621","CRISPY BUTTER SUGFRE"
5188,"904623","PEANUT BRITL COOKIE"
4940,"904431","DINNER 24"
4941,"904432","DINNER 24"
4943,"904434","DINNER ROLL"
4944,"904435","X-HOT 6 FOOT LONG"
4945,"904436","HOT NE 16 JUMBO FBC"
4946,"008740","FS 6"" SUB RL 6P 12Z"
4947,"904437","TORPEDO PL SLICED"
4948,"904438","STAR SEED SLICED"
4951,"904440","DELI ROAST BEEF"
4952,"904441","FRENCH TOAST DELO"
4953,"904442","FRENCH TOAST DELO"
4954,"000962","FS WHI NE HOT 8P 16Z"
4957,"904445","REST NEW ENGLAND"
4958,"904446","STUB  WHITE"
4961,"904449","STUB WHOLE WHEAT"
4962,"904450","FH STUB WH WHEAT"
4964,"904451","FH RYE 26SL 24Z"
4967,"904454","STUB WHITE SOLID"
4968,"000301","STUB 12 WHITE"
4970,"904456","FH STUB 12 WHITE"
4974,"904460","CLUB SOLID WHITE"
4976,"006322","FS PLN EM 12P 24Z"
4979,"008422","FH WHI HOT 8P 12Z"
4981,"904464","5"" SEEDED HAM 6PK"
4982,"904465","5"" SEEDED HAM 6PK"
4985,"000967","HARD ROLL PL 12 FBC"
4987,"904467","FH PTN PK WHITE"
4989,"904468","FH PTN PK WHEAT"
4990,"904469","FH IND SLICE RYE 100"
4995,"904474","SFT N FRS HOTDOG"
4998,"904477","CINN DONUTS"
5001,"904480","HONEY BUN FAM PK"
5002,"904481","BOX SUGAR DONUT"
5007,"904486","FH CC WHEAT HAM 8P12"
5008,"904487","FREIH CC WHEAT HOT 8"
5009,"000970","REST SAND WHITE"
5013,"008686","FRENCH TOAST 22Z"
5014,"904490","FH FRENCH TOAST"
5015,"904491","HEARTY RYE SEED"
5017,"904493","KID'S CHOICE"
5020,"904495","FH HEARTY 100% W"
5023,"904498","STONEGRD WHEAT 3 FBC"
5025,"904499","THIN SLC WHITE"
5026,"904500","CINN SUGAR BREAD"
5029,"904501","FH ITALIANO PLN 20Z"
5030,"904502","FH ITALIANO PLN 20Z"
5034,"904505","FH ITALIAN SEED"
5035,"000137","FH ITALIANO SOUR 20Z"
5039,"006138","FH PRM PLN ITLBRD 20"
5041,"904509","FH COUNTRY POTATO 24"
5043,"904510","FH OAT NUT BREAD"
5045,"904512","HEARTY NUT BREAD 20Z"
5050,"904515","FH COUNTRY 100%WW 24"
5051,"904516","FH COUNTRY 100%WW 24"
5054,"904519","FH LIGHT WHEAT"
5057,"006153","FH CTY WHI BRD 24Z"
5059,"904522","FH COUNTRY WHITE 24Z"
5061,"904524","LIGHT RYE"
4623,"904165","M STGR WHEAT&OATS 2P"
4624,"904166","M WHEAT & OATS 24Z"
4626,"904168","M OATS & HONEY 24Z"
4627,"904169","M TEXAS TOAST"
4628,"904170","M SB ITL SAND 8P11"
4629,"904171","M SB ITL HOTDOG 8P11"
4630,"904172","M 4"" SAND SD 12P21"
4631,"904173","M DLX ITL SAND 8P15"
4632,"904174","M PREMIUM POTATO 8"
4634,"904176","M SEL MGR ITL SW8P15"
4635,"904177","M RETURN HOT DOG"
4636,"904178","M RETURN HAM 8P11"
4637,"904179","M RETURN STEAK"
4638,"904180","M 4"""" SAND 60"""
4639,"904181","M HEAVY SAND PL 60"
4640,"904182","BULK 4"" BEEF PL 30"
4641,"003273","M BEEF SD 30"
4642,"000364","M ARB 5"" SD 20"
4643,"904183","M PREM POT KAISER 8"
4645,"904185","M COUNTRY POT DINNER"
4646,"904186","M TUZZI VIENNA 8P12"
4647,"904187","M ITAL SAND VP 2P30"
4648,"904188","M DELICLUB POTAT8P15"
4649,"904189","M ITALIAN WHEAT 8"
4650,"000723","M COUNTRY 12GRAIN 24"
4651,"904190","M ONION ROLL 8"
4652,"003807","M ITAL CLUB RL 16P30"
4653,"904191","M DELI HOAGIE 4"
4654,"904192","M 4"" IND SD SAND 6"
4656,"904194","M FAMILY WHITE"
4657,"904195","M BTOP WHITE 24Z"
4658,"904196","M LIGHT WHITE"
4659,"904197","M LIGHT WHEAT"
4660,"904198","M LIGHT ITALIAN"
4661,"003863","M ITAL ONION 8P19.5Z"
4662,"003827","M ITAL ONION 8P19.5Z"
4663,"904199","BT ONION ROLL 8P16"
4664,"904200","M COUN 100%WW DP2P48"
4665,"904201","M COUN 100%WHEAT2P48"
4668,"904203","M S/TOP WHEAT DP2P40"
4669,"904204","M STOP WHEAT"
4670,"904205","M STOP WHEAT"
4671,"904206","M SOFT RYE PL 20Z"
4672,"904207","M HEARTH RYE PL 16Z"
4673,"904208","M SOFT RYE SEEDED20Z"
4675,"000863","MAI PLN ITL BRD 20Z"
4678,"005365","M COUNTRY POTATO 24Z"
4679,"904210","M NATURAL WHITE"
4682,"904213","M DELI STEAK 6P12"
4685,"904216","DAISY HOT DOG 8"
4686,"904217","M SANDWICH RL 8P12"
4688,"904219","M COUN POT SAND 8P15"
4690,"904221","M ITAL SAND RL 8P15"
4694,"904222","M DELI STEAK 12P24"
4696,"003833","MAI ITL KSR 8P 16Z"
4697,"003803","M ITALIAN CLUB 8P15"
4701,"904226","M SM KAIS SL THRU"
4702,"904227","M DELI KAIS SL THRU"
4704,"904229","M DINNER 16"
4707,"007623","M 2212 CR DONUT 6P12"
4708,"904232","REST ENG MUFF 12"
4710,"904234","ITALIAN CUBES"
4713,"005358","MAI PLN ITLBRD 2P40Z"
4716,"904239","SEED RYE"
4719,"904242","SIX IN RLS"
4720,"904243","RLS"
4722,"904245","SUNMAID"
4724,"904247","SNOW BALLS"
4726,"904249","SNACK BROWNIES VANN"
4730,"904253","PECAN SPIN 6"
4731,"904254","STAR SEEDED HIGH"
4732,"904255","DESSERT SHELLS"
4736,"904259","SUGAR DONUT 6PK"
4737,"904260","HOT CROSS BUNS ORIG"
4739,"904262","RYE STUB"
4743,"001101","CORN TOASTIES"
4744,"904266","BRAN TOASTIES"
4746,"904268","SNACKCREAMTWIRL"
4749,"904271","GLAZED HONEY BUN 4Z"
4750,"904272","ASSORTED CUP CAKES"
4755,"904277","MILLERS HOT DOG 8'S"
4756,"904278","MILLERS  WHITE"
4757,"904279","FRUIT COOKIES"
4759,"904281","OATMEAL COOKIES"
4762,"904283","CORN MUFFINS"
4765,"001002","CINN RAISIN BUNS"
4768,"904287","JELLY DONUTS (6)"
4770,"000945","FH CHOCCH CKY 12Z"
4774,"904291","APPLE CIDERDONUTMINI"
5301,"904722","STICKY BUNS"
5302,"904723","DANISH BUNS"
5304,"904725","BLUEBEERY TOPPEDBUNS"
5306,"904727","CINN SWIRL BUN"
5307,"904728","FH CINN SWIRL"
5308,"001016","CINN RAISIN BUN"
5309,"904729","DEC DLIGHT TOFFE BNS"
5310,"904730","DEC DEL CHOC FDGE BN"
5311,"904731","DEC DEL RASP CHS BUN"
5312,"904732","6PK CHEESE BUNS 18Z"
5314,"904734","MINI CINNAMON BUNS"
5315,"904735","CHOC CHIP TOASTIE"
5316,"904736","OAT BRAN MUFFIN"
5317,"904737","BANA NUT MUFFIN"
5318,"904738","BLUEBERRY MUFFIN"
5319,"904739","APPLECINN MUFFIN"
5320,"904740","MINI CHOC CHIP COOKI"
5321,"904741","MINI BLUEBERRY MUFFS"
5323,"001153","MINI BROWNIEP MUFF"
5324,"006220","ECLAIRS 5 PACK"
5325,"904743","BROWNIE 6 PK"
5326,"904744","CREME TWIRLS"
5327,"904745","TWISTERS"
5328,"904746","FUDGIES"
5329,"904747","CRUNCHERS"
5330,"904748","CHIPPERS"
5331,"904749","ROLLERWHEEL"
5333,"904751","DRUMMERS"
5334,"904752","CREMEEOS"
5335,"000995","FS YEL SWBRD 22Z"
5336,"904753","FH FR TOAST PB"
5337,"006533","FS WHI NE HOT 16P22Z"
5340,"904756","PB ENG MUFFIN 6"
5341,"904757","PB STUB WHITE 9/16"
5343,"006739","PB WHEAT 28SL 22 OZ"
5346,"904760","PB STUB WHITE 1/2"
5349,"904763","PB HAM 12--4 IN"
5351,"904764","PB HOT NE 16 JUMBO"
5353,"904766","PB HAM 4 1/2 PLAIN"
5356,"904768","OATMEAL CHOCCHIPC FF"
5357,"904769","GOLDEN LOAF FF"
5358,"904770","FH GOLD LOAF FF"
5362,"904774","CHOCO CHIP LF FF"
5363,"904775","RAISIN LOAF CAKE FF"
5366,"904778","LOUISIANA CRUNCH FF"
5368,"904780","FRENCH CRUMB FF"
5369,"904781","FUDGE ICED CHOCCK FF"
5372,"904784","STRAW ANGEL FD CK"
5376,"904788","FF CHERRY CHEESE BUN"
5378,"904790","RASP CHEESEBN FF"
5381,"904793","CHERRYCHEESEPASTR FF"
5382,"904794","F/F CHERRY COFFE"
5386,"904798","ANGEL FOOD LOAF FF"
5388,"904800","PECANRING RF"
5389,"904801","WALNUTRING RF"
5393,"904805","DUTCH APPLE PIE FF"
5394,"904806","BLUEB MUFFINS FF"
5395,"904807","F/F ICED CHOC CK"
5399,"904811","LEMON DANISHTWIST FF"
5401,"904813","CINN APL DAN TWST FF"
5402,"904814","FF APRICOT DAN TWIST"
5406,"904818","F/F APPLE SPICE"
5407,"904819","CARROT CAKE FF"
5408,"904820","BROWNIE COOKIE FF"
5413,"904825","BLUEBCHEESECK FF"
5414,"904826","APPLE TOPPED CAKE FF"
5415,"904827","R/F CHOC CHIP CO"
5418,"904830","FBC RYE PL 2#"
5419,"904831","FBC RYE PL 2#"
5420,"904832","FBC RYE SEEDED 2#"
5425,"904837","FBC RYE PUMP 2#"
5426,"904838","OLD QUEBEC FRNCH FBC"
5429,"904841","HOAGIE--8 IN S-TOP"
5431,"001508","PB 8"" HOAGIE SL"
5432,"904843","FBC FRENCH STICK"
5435,"904846","DINNER 12 NY FBC"
5436,"904847","SUB 6--13 IN FBC"
5437,"904848","SUB 6--13 IN FBC"
5440,"904850","DINNER 12 SOFT FANCY"
5441,"009515","FS SRD BRD 22Z"
5444,"904853","IWP CHOC CHP U"
5445,"904854","I.W.P FRUIT CKY"
5446,"904855","CHOC CHP CKY IWP"
5447,"904856","ALL BUTTER POUND"
5448,"904857","CRUMB CAKE IWP"
5449,"904858","CHEESE DANISH IW"
5450,"904859","CRUMB DONUT IWP"
5451,"904860","CHOC FROSTED DON"
5452,"904861","I.W.P APPLE DAN"
5453,"904862","I.W.P CINN BUN"
5454,"904863","BST NOTHERN OAT"
5455,"904864","BST WINTER WHEAT"
5457,"904866","HAM 20--5 IN SEED"
5458,"904867","HAM 30--4 IN FBC"
5459,"006440","PB ONION ROLL 8PK"
5460,"904868","FOUR IN WNDY GLZD RL"
5461,"904869","POTATO DIN RL 12"
5462,"904870","POTATO DIN RL 12"
5463,"904871","BROWNSERVE"
5464,"904872","SESAME SEEDED ROLL"
5466,"006528","SUPERIOR PLAIN RYE"
5467,"904874","FH SUPER PL RYE YE"
5468,"006529","SUPERIOR SEEDED RYE"
5469,"904875","OAT BRAN ROLL 30 PK"
5470,"904876","SUPERIOR MARBLE LOAF"
5471,"904877","FH SUPER MARBLE LOAF"
5472,"904878","SUPERIOR PUMPER"
5474,"904880","SOURD DINNER"
5475,"904881","BROWN SERVE BULK 30P"
5477,"904883","X-GRINDER--6 IN"
5479,"904885","TWLV IN GRINDER"
5480,"904886","X-GRINDER--6 IN SLIC"
5482,"904888","FRENCH STICKS"
5483,"904889","SIX IN SUB ROLL"
5484,"904890","HARD ROLL--4 IN"
5487,"904893","SPLIT TOP DINNER"
5488,"904894","MISC DINN ROLL"
5489,"904895","FH DISC DOLLARS PROD"
5491,"904897","BREAD UNKNOWN"
5492,"904898","NO PR RYE PL"
5495,"904901","RYL CHOC CR WAFER"
5497,"904903","MB 2% MILK PAPER HG"
5499,"904905","MB EGG NOG QT"
5500,"904906","MB 1% CHOC MILKPLHG"
5501,"904907","MB 1% CHOC MILKPLGAL"
5506,"904912","MB EGG NOG HG"
5507,"904913","MB WHOLE MILK PL HG"
5509,"904915","MB SPRING WATER GAL"
5512,"904917","LEVY PLAIN RYE 16Z"
5513,"002803","LVY SD RYE BRD 16Z"
5517,"904921","LEVY SEED RYE CLB32Z"
5518,"904922","LEVY SEED RYE CLB32Z"
5523,"904925","LT CHOCOLATE"
5524,"904926","LT STRAWBERRY"
5525,"904927","LT BANANA"
5529,"904931","RDS 13OZ YELL CRN"
5530,"904932","RDS 30CT WHITE CRN"
5531,"904933","RDS 30CT YELL CORN"
5536,"904938","TWLV IN THIN"
5537,"904939","THICK"
5539,"904941","PISANO THN SHELLS 2P"
5542,"000098","PROMOTION (BRANDED)"
5543,"000099","PROMOTION (NET PRICE"
5547,"005386","ST FAM WHI RTBRD 20Z"
5548,"009113","ST KING WHI SW 22Z"
5551,"003847","D D RANCH 20"
5552,"006285","PAN WHI RTBRD 20Z"
5556,"904945","CLEAR WHITE"
5557,"904946","CLEAR WHEAT DRESHER"
5558,"904947","CLEAR RYE"
6808,"906001","POWD MINI DONUT"
6809,"906002","ASST CUPCAKES"
6810,"906003","ASST CUPCAKES"
6811,"906004","ASST CUPCAKES"
6813,"906006","DBL CHOC CH CKY"
6814,"906007","DBL CHOC CH CKY"
6815,"906008","DBL CHOC CH CKY"
6816,"906009","DBL CHOC CH CKY"
6817,"906010","DBL CHOC CH CKY"
6818,"906011","DBL CHOC CH CKY"
6819,"906012","DBL CHOC CH CKY"
6820,"001169","SO. PUMPKIN PIE"
6823,"906015","BANANA LOAF FF"
6825,"906017","BANANA LOAF FF"
6826,"906018","APPLE TOP BUNS"
6830,"906022","CHEESE BUNS"
6831,"000196","ENG TOFFEE CKY"
6832,"906023","ENG TOFFEE CKY"
