"PROD_DTL_ID","COMMON_PRODUCT_NUM","PROD_DTL_NAME"
10362,"001735","BB COUNTRY WHEAT 24Z"
10373,"007313","BB 12 GRAIN BRD WP24"
10385,"001870","PULMN WHEAT 24Z"
10402,"909126","R&I CNTRY WHEAT 24OZ"
10405,"909127","AR OATNUT WP 24Z"
10408,"005055","AR WG HLTHNUT WP 24Z"
10413,"909131","AR NAT WHE CLUB 48Z"
10416,"909132","AR SE LOW CARB MUL20"
10420,"909135","AR LOW CARB WWHE 2P"
10424,"909138","AFC MB 3 SEED 24 Z"
10428,"003427","AR WG WW WP 2P 48Z"
10432,"909145","THREE SEED M BEST"
10437,"909150","N.OAT M BEST"
10442,"909155","R&I 2LB WHEAT 32Z"
10444,"909157","PYA WHEAT 32Z 593887"
10447,"909160","ONION SAND BUN 8"
10450,"909163","BBO ON/GAR CRT CDA6Z"
10453,"909166","EZ BBHSTURKSTUF"
10454,"909167","EZ BBHSCHICSTUF"
10460,"909173","CORNBREAD STUFF 6Z"
10464,"909177","TURKEY STUFF 6Z"
10466,"909179","CHICKEN STUFF 6Z"
10470,"008671","BB SAG&ON STUF 12Z"
10477,"006728","BB UNSEA CUB STUF12Z"
10528,"909230","WHOLE BRAN"
10534,"001927","BB HLTHY MG BRD 24OZ"
10541,"909241","OATMEAL 24Z"
10546,"909246","RAISIN CINN"
267,"900263","FOCCACCIA BREAD"
269,"900265","PL OD BUN FOUR PK"
273,"900269","SQUAW DINRL"
274,"900270","SQUAW DINRL"
279,"900275","SODO BUFFET"
280,"900276","FREN ROLL TWLV IN"
286,"900282","FRENCH ROLL 7 6 PK"
287,"900283","LG SO HAM BN12"
292,"900288","TS VIENNA NOSEED"
294,"900290","MINI ROLL CLUS"
298,"900294","SOL WHI PULLMAN"
303,"900299","SS RND SD UNSL"
306,"900302","CLAMSHELL COOKIE"
308,"900304","WHE ROLL THREE IN"
332,"900328","SBFS SODO ROUND"
340,"900336","AUS PNT BTR WFRS"
349,"900345","PF SD BAGET 4 PK"
367,"900363","SOL HON WHEBER24"
377,"900372","ENT THRIFT"
389,"900383","ENT THRIFT"
413,"900407","ENT/BOBOLI THRIFT"
429,"900421","EM FLAVORS THRIFT"
442,"900434","MINI PIES -THRIFT"
482,"900455","BOBOLI THRIFT"
496,"900466","SPIN POP REFILLS"
508,"900478","HRK RYE TS 32 OZ"
517,"900487","PLN KSR 6PK WB"
526,"900496","STAR RL 12 P WB"
544,"900514","CSPD"
555,"900525","THICK RAISIN"
567,"900537","CCR TORP 6 WB"
594,"900564","WP WHEATBERRY"
610,"900578","NS CLSTR RL #97"
636,"900603","JUST BORN CAN LG"
650,"900617","JUST BORN CAN LG"
662,"900629","JUST BORN CAN LG"
680,"900647","JUST BORN CAN LG"
689,"900656","JUST BORN CAN LG"
698,"900665","AVALON WATER PL16.9Z"
716,"900683","BACCI CRAN ORANGE"
745,"900698","TR WHI CORN TORT"
810,"900735","DP BIG BUY"
823,"900748","DELI SUMMARY"
839,"900764","BREAD UNKNOWN"
848,"900773","BREAD UNKNOWN"
857,"900782","BREAD UNKNOWN"
875,"900800","BREAD UNKNOWN"
886,"900811","BREAD UNKNOWN"
14468,"912713","KRO PLAIN BGL"
14482,"912722","CRSN 13OZ STDSH BGL"
14494,"912731","SDOUGH BULK VALASIC"
14505,"912742","12CT PLAIN DB"
14517,"912754","12CT PREMIUM CBI EM"
14536,"912766","SWISS PREMIUM WATER"
14552,"912781","LDEB JELLY CREME PIE"
14565,"912794","KEY PRETZEL STICKS"
14577,"912806","UB STRAWBERRY STRIP"
14590,"912818","UB APPLE STRIP DANS"
14604,"912831","NAT GR LITE ENG MUFF"
14618,"912839","CRUNCHY CHEETOS SACK"
14628,"912849","SKIN BUBBLEGUM BALLS"
14637,"912858","SKIN SOUR CRAWLERS"
14646,"912867","ANZ MULTGRN STK 8P"
14658,"912876","MUFFIN BAR CHOC"
14670,"912887","GIANT POT HAM 8P 16Z"
14684,"912900","TOPS LITE HAM 8CT12Z"
14696,"912912","STUFF BAG  192 PK"
14715,"912925","CRN TST BD BILG 15.5"
14736,"912939","GIANT HOT 8"
14749,"912952","STRAWBERRY FRUIT BAR"
14774,"912966","CARAMEL RD SNACK"
14792,"912980","FOODLAND S/T WHE 20Z"
14802,"912990","SWISS LEMONADE GAL"
14812,"912999","OBERTOS MESQUITE"
29170,"922626","BACH MINI PRETZELS"
29171,"005675","6/56 MGR 80/20 STUFF"
29178,"006092","ROU SEL HNYWHE WP24Z"
29181,"005676","AR DBL PROTEIN 24Z"
29186,"005681","SH RASPBRY BGL 12P28"
29189,"006229","WF STEAK RL 12P30Z"
29193,"922632","SOUR CREAM AND ONION"
29199,"922638","MG JAX CHEDAR CHEESE"
29200,"922639","PITA PRETZEL SQUARES"
29206,"005699","TAKIS SALSA BRAVA 4Z"
29213,"005706","TAKIS ORIGINAL 9.9Z"
29214,"005707","MIN TAKIS FUEGO30.75"
29220,"005714","PAPAS HABANERO 4.12Z"
29224,"005718","PAPAS LIMON CHIPOTLE"
29229,"005723","CHIPOTLE MED"
29233,"005729","BAR JAP PEANUT 3.17Z"
29237,"005733","BAR HTNT CH&LM 3.17Z"
29241,"005738","DUVALIN HAZNT VANILL"
29247,"009384","RB DELI RYE BRD 32Z"
29252,"922647","AR/BB 35CAL 100%WW16"
29253,"005985","BB 35CAL 100%WW 16Z"
29259,"922650","BACON/CHEDAR RIDGIES"
29264,"006034","KRO SHORTCAKE SHELLS"
29313,"006246","R&I 4.5""MGRN KAI8P21"
29320,"006406","TR R&I BURRITO 12P30"
29325,"007044","RB 4""SD WHI HAM12P23"
29326,"005981","NP EM BANA BRD 6P13Z"
29333,"922691","CJ POPCORN KTTL CORN"
29338,"922696","ULT TANGY HNY MUSTRD"
29343,"922701","CRACKERJACK ORIGINAL"
29348,"922706","LAYS MIX MULTIPACK"
29349,"922707","WISE JALAPENO KETTLE"
29355,"005990","SH MACKS FLAX 2P44Z"
29359,"006098","BLUEBY CRUMB LOAF CK"
29365,"006088","AR NUTTY ALMOND 24Z"
29366,"922711","AR/OR DC BUTTERMLK22"
19705,"916951","MICKEY SNACKS"
19706,"916952","TINKERBELL SNACKS"
19710,"007493","TOPS SFT RYE BREAD16"
19713,"007496","TOPS EM HNYWHEAT6P12"
19717,"916958","CHEETOS PUFS"
19718,"916959","CP CREME CUPCAKES NP"
19722,"916961","SOUL FOOD SEASONING"
19726,"916965","MINCED GARLIC 5OZ"
19727,"916966","MEAT TENDERIZER  8Z"
19732,"916971","CHICKEN SEASONING"
19733,"007506","BIM DONAS CNT SS8P"
19737,"008450","WB ONION BGL 6P18"
19740,"008452","WB BLUEBRY BGL 6P18"
19747,"916978","OR DC/SOFT M&M BRDVP"
19748,"916979","LVL DORITOS CHEESEY"
19753,"916984","WHEAT CRACKERS"
19757,"007513","CP LB BB CC BRN 24CT"
19758,"001386","TR HEB WHI CORN72P60"
19762,"916988","CHICK NOODLES&SAUCE"
19763,"916989","ALFRDO NOODLES&SAUCE"
19768,"007516","SS BISCOTTI"
19769,"007517","SS POWDERED DONUT 8P"
19774,"916996","SHELLS PASTA"
19778,"917000","NOT NEEDED"
19779,"917001","NOT NEEDED CAN REUSE"
19783,"008069","TR WICWHI TORT16/12P"
19784,"008071","TR 100%WW TORT 10P16"
19789,"917004","LARGE JELLY ROLL"
19790,"917005","LEMON SLICES"
19796,"917010","APPLE CIDER HALF GAL"
19802,"917016","PURE HONEY"
19803,"917017","TAPIOCA PUDDING"
27117,"921712","CONC KETCHUP CHIPS"
27122,"921717","WORTZ CHEESE CRACKER"
27123,"921718","WORTZ WHEAT CRACKERS"
27127,"003485","SUNF WHI HOTDOG 8P11"
27128,"003488","APPM WHITE RT 16Z"
27132,"003492","APPM WHI HOTDOG 8P11"
27135,"003495","OR HLTHFL45 MGRN 16Z"
27138,"004918","BIM BUNUELO CIN MF3P"
27142,"921723","MOUNTAIN DEW"
27143,"921724","CINN TEDDY GRAHAMS"
27148,"921729","PEACH PRESERVE"
27149,"921730","SHAPED PRETZEL SNACK"
27155,"921736","TRADEWIND XTRA SWT T"
27156,"003522","BIM WHITE GIANT 24Z"
27161,"921741","BOYLANS BLACK CHERRY"
27162,"921742","BOYLANS BIG RED"
27168,"921748","EVERFRESH GRAPE"
27169,"921749","EVERFRESH ORANGE JUI"
27223,"921789","PB WHITE 28SL 28OZ"
27224,"003505","PB WHITE 30 SL 24Z"
27228,"001523","BIM MINMCDA BAN SS4P"
27229,"003812","BIM MINIDORAD MP8P"
27233,"003657","KRO JUMBO HAMS 8P21Z"
27236,"003661","KRO BTRMILK RTOP 20Z"
27237,"003663","KRO HONEY WHEAT 20Z"
27241,"003675","KRO VALUE WHITE 16Z"
30916,"000438","FLN WHI HOT 8P 11Z"
30920,"923377","FLN WHI DC 7 SW 20Z"
30925,"000432","FLN WHITE B&S144P144"
30931,"923379","HANNAFORD HAM 8P11Z"
30932,"923380","HANNAFORD HOTS 8P11Z"
30937,"923385","ALMOND LOG"
30943,"000258","CO WHI SW BRD 2P 48Z"
30944,"000241","WEIS HAMBURG RL 8P11"
30951,"000257","DKB ROCKNROLL 20P30Z"
30955,"923393","CHILI LIME BEEFJERKY"
30961,"000244","TJOE RT CTRY SDO 24Z"
30962,"000246","TJOE SRD CRKWHE 24"
30968,"000375","SON PLN ITL BRD 16Z"
30972,"000265","RP WHI HD 48P 72Z"
30980,"923406","YOPLAIT RASP YOGURT"
30985,"923411","YOPLAIT RASPBERRY"
30991,"000430","BIM BRNFRUT STR BS1P"
30992,"000422","BIM BRNFRUT PNA BS1P"
31002,"923416","SALSA CON QUESO DIPS"
31007,"923418","VANILLA FIG BAR"
31011,"923422","ENTRY ERROR"
31016,"000284","SL WHI DNRL 96P 136Z"
31017,"923423","MLA CHOCOROL INNERWP"
31064,"923429","BB EVERYTHING 20Z"
31068,"000388","WSTF 3.75""HAM 72P99Z"
31074,"000453","FLN WHI SWBRD 20Z"
31075,"000518","GSM WHI SWBRD 20Z"
31079,"000609","BIM DONAS SG MRB 24P"
31085,"923433","SGRFREE PNTBTR WAFER"
31086,"923434","MAPLE BACON PRETZELS"
31097,"923441","SEASALT CRML POPCORN"
31098,"923442","BIM MINIMCDA SS2P"
31104,"000485","FS CKE SES 4.5HAM 12"
31108,"000456","ICED STRAWBRY SQ 18Z"
31112,"000462","CINN CRUNCH DONUT 8P"
31116,"000470","SOFT FRCH TST DON12P"
31120,"000480","OH WHEAT SW 6P144Z"
31124,"000490","SLT CARML DAN TW 14Z"
31130,"923446","VEGGIE STRAWS"
31131,"000541","NHV SUNFL&HNY WWG24Z"
31137,"923452","SLCT PUMPNKLE STICKS"
10598,"909296","BRNLA HTY WHE"
10602,"001936","WHOLE WHEATBRD WP24Z"
10609,"909304","BB ITALIAN BD WP 24Z"
10614,"909309","CARAWAY RYE"
10621,"909316","PUMPERNICKEL"
10624,"909319","UNSEED RYE"
10631,"909326","BB PLAIN RYE BRD 16Z"
10638,"909333","SOFT OATMEAL"
10642,"909337","SOFT WHEAT 24Z"
10648,"909343","BB BKY LT WHE 16Z"
10655,"909350","ORANGE RAISIN"
10659,"909354","BRNL NTY GRN"
10664,"909357","NAT WHEAT VP"
10670,"909363","BB DC 100 WWEBRD 24Z"
10677,"909369","BB LC MULTI GRN 20Z"
10683,"909374","BB DC POTATO BRD 22Z"
1072,"900997","BREAD UNKNOWN"
10745,"909431","BB NAT HEALTHNUT 24Z"
10766,"909452","BRANNOLA DRK WHE24Z"
10774,"909459","AR SOFT POTATO 24Z"
1078,"901003","BREAD UNKNOWN"
10788,"909471","AR PLAIN RYE 16Z"
10789,"909472","BKY LT SF RYE"
10794,"909475","AR MARBLE RYE 16Z"
10796,"000046","AR MEL JW RYE BRD16Z"
10799,"909479","BKY SF RYE SD    16Z"
10806,"909486","BKRY LIGHT RYE"
10810,"909490","AR DILL RYE 16Z"
10812,"909492","AR EXTRA SOURRYE 1LB"
1084,"901009","CAKE SUMMARY"
10851,"909527","PUMP"
10855,"909531","AR ONION RYE BRD 16Z"
10860,"909536","GOODINGS HWHEAT"
10863,"909539","GOODING 8P ONION"
10868,"909544","R&I PUMPERNICKEL 32Z"
10876,"909551","AR RAISIN CINN 16Z"
10888,"909561","R&I RAISIN/CIN 16OZ"
1090,"901015","SL MINIHAM"
10901,"909573","SEEDED STICK BRD"
10909,"909580","STN GRN WHT"
10922,"909591","BB POT SAND BUN 8P14"
10923,"909592","BB POT SAND BUN 8P14"
10927,"909596","BB HON WHI BUN 8P12Z"
10933,"909600","HARRYS PLAIN RYE"
10934,"909601","HARRYS PLAIN RYE"
10940,"909607","WHITE RL"
10946,"909612","STADIUM HDOG FOOT"
10951,"008530","BB SAUSAGE RL6P/15Z"
10957,"909619","BB ONION SAND RL8P18"
1096,"009459","KRO CNRSN EM 6P 13Z"
10962,"909624","BB EVRYTHG SAU R6P15"
10968,"909630","HARRY'S CTRY WHITE"
10974,"909636","HARRYS SD RYE"
36250,"008210","SL HERB STUFF 42P"
14821,"913008","VP TRAY BAKED 6CT"
14838,"913020","SCHMIDT HAUSWALD OT"
14857,"913035","12 PK PB CRACKERS"
14870,"913046","OJ PAPER HG"
14892,"913059","APPLE CIDER PT"
14908,"913072","BACON CHD CRACKER"
14923,"913085","TNT SMALL PIES"
14942,"913104","LDEB MARSH TREATS"
14955,"913117","MM ORANGE SODA"
14970,"913130","BULL'S SPICY SNACK"
14983,"913143","BUBBLICIOUS"
15000,"913154","STUFF TURKEY BX 6Z"
15012,"913166","FRITOS HONEY BBQ"
15025,"913179","SWISS WHOLE MILK GAL"
15039,"913193","LV SWISS CIDER HG"
15053,"913207","TBT PECAN PIE"
15067,"913220","RECO LEMON PIZELLES"
15077,"913229","FALCONE ETHING BGCHP"
15093,"913239","AR SP WHE KSR 14Z"
15102,"913248","JJ'S BLACK BERRY PIE"
15118,"913259","TOSTITOS SALSA"
15133,"913271","RG FF TINY TWISTS"
15158,"913286","ROLD GOLD TNY TWSTSM"
15171,"913299","FUNYUNS REGULAR SM"
15192,"913314","AMER CHOICE FR-GAR6Z"
15210,"913330","MILK CHOC HGL"
15227,"913347","SNP DT KIWI STRWBRRY"
15236,"913356","AZ GREEN TEA"
15245,"913365","KRANKD WATERMELON"
15256,"913374","ST S&T WG HAM RL 12Z"
15267,"913383","NESQUICK CKY & MILK"
15279,"913395","WHIPPING CREAM"
15294,"913410","WAWA FRUIT PUNCH HG"
15323,"913436","TOPS HNY OAT 24Z"
15338,"913450","SUNCHIPS FRO"
15383,"913481","BB SOFT HONEY WHEAT"
15393,"913490","SIG ITALIAN 20Z"
15402,"913499","LAYS SW CHILI & SC"
15432,"913518","SS CC MINI LOAF"
15449,"913532","JTM CHOC PIE"
15462,"913545","MRS A'S FIG BARS"
15509,"913587","PS WATER 8 OZ"
15524,"913601","SNAPPLE GO BANANA"
32483,"002542","BBRY PANCK SWIRL 16Z"
32485,"002460","EM PLAIN6P MX EXPORT"
32486,"002458","BGL CNSRN 6P MX EXP"
32488,"002459","BGL BLBRY 6P MX EXP"
32489,"002463","GIA OB RAISIN BRD16Z"
32491,"002462","EN MINI RASP PUFF 6P"
32492,"002464","STO 24 GRAIN 26Z"
32494,"002467","STO 9 GRAIN 26Z"
32496,"002469","RB WHITE SW 10P 200Z"
32497,"002470","RB WHITE RT 10P 200Z"
32499,"002472","RB WHI HOTS 72P 108Z"
32501,"923974","TORTIYAHS CHIPS"
32502,"002476","STO 100% WW 26Z"
32504,"002478","ST WHI SMALL PHILY16"
32505,"002479","ST HOTS 16P PHILLY"
32507,"002481","BANANA GLAZED DON 8P"
32508,"002499","AR WG W/OMEGA 3 2P64"
32510,"002489","SAMPLE BUTERMILK 1PC"
32512,"002491","BIM MINMCDA VRTY 8P"
32513,"002492","BIM MINMCDA CAJ SS4P"
32515,"002494","SAMPLE 100% WG 2PC"
32516,"002496","OR ORG 22GS BRD SAMP"
32518,"002498","BK 5""SD SAND 20P CLN"
32519,"923976","TRUE MOO CHOCOLATE"
32521,"002510","NHV GRANOLA BRD 2P40"
32523,"923978","ROOT BEER"
19856,"917042","CHESTER PUFFCRN BTTR"
19860,"917046","BARB DEE HOL SUGAR"
19861,"917047","GF EGG NOG PL"
19866,"007562","EN CHOCCH ICE CK 19Z"
19867,"007563","PLAIN POPEM BAG"
19871,"007943","OR SUB ROLLS6P 15Z"
19872,"007567","BAGEL THIN PLN16P26Z"
19877,"917052","EGGS"
19878,"917053","FRITOS HNY BBQ"
19884,"917059","LDEB ICED HONEY BUNS"
19885,"917060","LDEB 100 CALORIES"
19889,"917064","OR EM HNYWHEAT6P12.5"
19890,"007573","BT HARD ROLL 12P33Z"
19895,"917067","PRETZEL"
19901,"917073","7 UP"
19902,"917074","STEWART DT ORNGE CRM"
19908,"917080","SOUR CREAM ONION"
19909,"917081","BBQ"
19914,"917086","RE USE  POUCH BB 1.9"
19918,"001401","MLA GANSITO MF5P BX"
19919,"917090","STEWART ORANGE CREAM"
19924,"917095","ALMONETTE COOKIES"
19928,"917099","WISE PLAIN RIDGES"
19929,"917100","PUFF CHEESE DOODLE"
19934,"917105","HI PNCH BLUE 8PK"
19935,"917106","HI PNCH RED 8PK"
19939,"008429","PAN TOST PROMO"
19942,"917107","BARB DEE HOL SUGAR"
19945,"008754","BIM SES HAM 8P 18Z"
19946,"008444","BIM ROSCA REYES FS1P"
19953,"917116","CHOC CHIP & PECAN"
19959,"917122","CHEDDAR"
20016,"917171","PAY DAY"
20017,"917172","100 GRAND"
20022,"917177","REESES"
20027,"007585","BAGEL THIN100%WW8P13"
20031,"007592","BAGEL THIN EVRY 8P13"
20036,"917185","ICED OATMEAL"
20041,"917190","LDEB SNOW PUFFS"
25206,"920510","RIPPLE KETTLE COOKED"
25211,"920515","FAMOUS AMOS CH CHIP"
25216,"920520","SANDIES"
25268,"920559","SATHERS CARMELS"
25269,"920560","TOOTSIE FLAVOR ROLLS"
25274,"920565","BLUEBERRY CREME ROLL"
25279,"920570","VL SANTITAS WHT CRN"
25284,"920575","20 CT FAMILY SACK"
25291,"002666","BOY WHI HOT 8P 11Z"
25292,"920582","KETTLE MAUIONION3.49"
25297,"920587","STEAK SAUCE"
25304,"920594","UTZ REGULAR CHIPS"
25305,"920595","UTZ VOODOO CHIPS"
25313,"002669","GE WHI HOT 8P 11Z"
25314,"920602","CHEETOS FLAMIN HOT"
25320,"920608","HALF & HALF"
25326,"920614","TARTINAS CLUB24 HOLD"
25329,"002704","AR CTY OATML WP 24Z"
25336,"920621","KETTLE WASABI 3.49"
25337,"920622","KETTLE LUAU BBQ 3.49"
25342,"920625","FANTA PINEAPPLE"
25348,"920631","DOZEN EGGS"
25349,"920632","FF LACTAID MILK 32Z"
25359,"920637","COFFEEMATE HAZELNUT"
25363,"920641","CINNAMON SPICE TEA"
25368,"920642","32 CT VC PACK - CUBE"
25369,"920643","32 CT VF PACK - CUBE"
25374,"000531","FS WW 5""HAM 20P 55Z"
25426,"920671","UTZ NACHO TORT"
25427,"920672","UTZ CORN CHIP"
25433,"920678","RED HOT CHIPS"
25438,"002697","OR HLTHY MG PKT 8P11"
31142,"000630","BEY WHI RTBRD 16Z"
31146,"923458","BAY LEAVES"
31152,"923464","CARAMEL CORN POPCORN"
31155,"000539","BAR TAKI XPLOSION 9Z"
31161,"000602","OR SL ONION RL8P19.5"
31162,"000544","FS 5""SD SAND 8P23.3"
31167,"000576","FBR1 ITALIAN 18Z"
31171,"000574","OR PUMPKIN SPICE 20Z"
31174,"000591","AR/BB/OR HAW HAM 12P"
21714,"918112","LEMON WHL RING CAKE"
21719,"002533","WF WHEAT HAM 8P16Z"
21720,"002534","WF WHEAT HOT 8P14Z"
21726,"002626","BIM MFF BTE CH SS7P"
21727,"002627","BIM MFF BTE FDG BX4P"
21732,"002539","AR STONEGRD WHE 2P32"
21733,"002596","OR HLTHFL FLX&FIB24Z"
21739,"918129","MP RASPBERRY PRESERV"
21740,"918130","MP FIG PRESERVE"
21794,"002584","SUN BAKED WHEAT BD16"
21797,"002582","SUN BAKED HOT 8P11"
21798,"002586","BLUEBERRY BUNS 6P"
21803,"002613","SIG WHI RTBRD 20Z"
21804,"002614","SIG WHE RTBRD 20Z"
21809,"918177","R&I BGLTHN DONOT OWN"
21810,"918178","R&I BGLTHN PLN 128P"
21815,"918182","RP 4"" SS KSR 30P 75Z"
21816,"918183","RP WHE HAM 12P 23Z"
21821,"918188","RP WHE HAM 60P 115Z"
21825,"918192","RP SES HAM 30P 70.5Z"
21826,"918193","RP WHI HAM 30P 67.5Z"
21831,"918198","RP WHI HAM 8P 20Z"
21832,"918199","RP WHI HAM 20P 55Z"
21838,"918205","RP 4.5"" KSR 20P 51Z"
21839,"918206","RP SES HAM 20P 53Z"
21845,"918212","RP WHI HAM 12P 39Z"
21851,"918218","R&I 5""WHI HAM 20P64Z"
21857,"918224","R&I 5""SES HAM 20P64Z"
21861,"918228","RP SES HAM 20P 63.5Z"
21867,"918234","RP MG HAM 24P 50.5Z"
21868,"918235","RP WHI HAM 20P 75Z"
21875,"918242","RP 5"" STK RL 48P126Z"
21880,"918247","RP 6"" STK RL 24P 68Z"
21887,"918254","RB 8"" STK RL 4P 14Z"
21888,"918255","RP 8"" STK RL 24P 75Z"
21897,"918264","RP 13"" STKSUB 1P 22Z"
21898,"918265","RP 12""PUMP RL 4P 22Z"
21904,"918271","KRN WHI STKR 6P 24Z"
21905,"918272","SB SD STKRL 6P 24Z"
21912,"918279","EG WHI STKRL 72P222Z"
21917,"918284","SL RS BRAT 12P 36Z"
21922,"918289","ORN WHI HAM 72P 174Z"
21979,"918346","COP WW BGL 144P 331Z"
21985,"918352","ALB SD HAM 8P 12Z"
21986,"918353","BKR WHI SW BRD 24Z"
21993,"918360","BBR WHI HAM 8P 12Z"
21998,"918365","SHM WHI HAM 12P 23Z"
21999,"918366","BGS WHI B&S 12P 12Z"
22006,"918373","INST RYE BRD 16Z"
22011,"918378","SAM WHI HD 80P 192Z"
22016,"918383","DIL WHI RT BRD 20Z"
22021,"918388","EM WHI TOR 144P 176Z"
22022,"918389","RP WHE RT BRD 24Z"
22029,"918396","GEN WHI HAM 8P 25Z"
22034,"918401","GB WHI HAM 8P 12Z"
22039,"918406","SCH YLW TXTST 24Z"
22044,"918411","MF WGW TXTSUGAR 30Z"
22051,"918418","RP SRDO OVL BRD 32Z"
22052,"918419","LEI WHI STRL16P 160Z"
22061,"918428","GEN SOD BRD 8P256ZBX"
11804,"910406","BOLLILLOS BIMBO 12"
11810,"001250","1# BIMBO WHITE"
11815,"007858","BIM 4""CLS SES HAM 8P"
11821,"007771","BIM PNKCITO ORG SS2P"
11826,"001253","BIM DONAS SGR MF6P"
11828,"003117","BIM CUERNITOS SS2PBX"
11832,"007769","BREAD CRUMBS 11.63Z"
11837,"007487","MLA POLVORONES FS15P"
11841,"007802","MLA PINGUINO MF6P"
11844,"910412","MARINELA MANCHITAS"
11847,"007780","MLA BRRITA STR SS4P"
11851,"007489","MLA BRRITA PNA MF6P"
11884,"910435","BARCEL CHIPOTLES"
11894,"007490","MLA SPONCH MF4P"
11895,"910444","ICE POPS"
11900,"910449","10"" WHEAT TORTILLA"
11906,"910455","PITA ONION MED"
11910,"910459","PITA WHITE LARGE"
11913,"910462","TR/SZ PITA 2"
11917,"910466","TO GO CUP ROCKY ROAD"
11923,"910472","CHOCOLATE DARK BAR"
11932,"910481","BAG ONION 18OZ 6"
11935,"910484","WB BAGELS 18Z 6PK"
11942,"910491","WHY PAY HD 8"
11947,"007678","SPAULDING CHOC DOZ"
11953,"910497","SCUD PORK RINDS HOT"
11961,"910503","ACME BTOP WHEAT 20Z"
11965,"002216","ACME 22 OZ SAND"
11970,"002218","ACME ITALIAN PLAIN"
11977,"910510","ACME CAESAR CRT 6Z"
11984,"002219","ACME SEED RYE"
11990,"910517","H F WHEAT & OATS 24Z"
11995,"005899","KRASDALE H.D. 8P11"
1202,"901111","DIET PEPSI"
12034,"910556","FRUIT PUNCH PL PT"
12038,"910560","OJ PL HG"
12042,"910564","AS ORANGE GAL"
12046,"910568","NP WATER PL GAL"
12052,"910574","BISH OATMEAL"
12057,"910579","BISH BANANA"
12063,"910585","ME PKT BRD TWLV PK"
12069,"910591","KLONDIKE KRUNCH"
1207,"901116","PEPSI DIET 2 LITER"
1211,"901120","PEPSI ONE"
12125,"910646","24OZ SUNBEAM LARGE"
12131,"910652","PMP 2# OVAL SL"
12134,"910655","HAM 4"" SES 12"
12137,"910658","HAM 5"" SES 6"
12142,"910663","DRL WHT 10 PREM"
12143,"910664","SRL 6"" FRDIP HGD"
12149,"910669","BAGELS PLN 6PK"
12153,"910673","BAGELS EGG"
32524,"923979","ORANGE & CREAM"
32525,"002511","KONTOS GYRO 10P 28Z"
32526,"002535","KONTOS HUMMUS FB4P14"
32527,"002531","KONTOS PANINI FB 10P"
32528,"002536","KONTOS ONION FB 5P14"
32529,"923980","CREAM SODA"
32530,"003716","OR CTY CRAN WLNT 24Z"
32531,"923981","DO NOT USE"
32532,"923982","DO NOT USE"
32533,"004056","OR CTY HNYNUT WP 24Z"
32534,"002774","THAT SMART WHI RT10P"
32535,"002781","THAT SMART WHE RT10P"
32536,"002782","THAT SMART HOTS 72P"
32537,"002783","THAT SMART HAMS 72P"
32538,"002729","OH WHITE SW 7PK 168Z"
32539,"002742","OH WHEAT SW 7PK 168Z"
32541,"002745","OH WHITE B/T 8P 192Z"
32543,"002757","OH WHITE HAM 72P 99Z"
32544,"002764","OH WHITE HOT 72P 99Z"
32546,"002553","HYV 100 MG RT 10P200"
32547,"002554","HYV LT ITAL 10P 160Z"
32549,"002556","HYV WGWHI RT 10P200Z"
32551,"002559","HYV KING WHI RT 10P"
32552,"002560","HYV WHI TXTST 7P168Z"
32554,"002590","HYV WHI COTT 10P200Z"
32555,"002592","HYV WHEAT SW 7P 168Z"
32557,"002600","HYV WHI BRAT 54P126Z"
32558,"002601","HYV WHI JR HAMS 96P"
32560,"002618","HYV WHE HAM 72P 108Z"
32562,"002640","HYV WHITE S/T 8P192Z"
32563,"002671","HYV WHEAT S/T 8P192Z"
32565,"002700","HYV POTATO 10P 240Z"
32566,"002702","HYV WHI HAM 72P 108Z"
32568,"002710","HYV WHE HOT 72P 108Z"
32570,"002723","HYV 40CAL WHE 10P160"
32571,"002724","HYV WHE W/HNY RT 10P"
32573,"923983","ICED OATMEAL COOKIES"
32574,"923984","OATMEAL COOKIES"
32577,"002819","BAR CHUR JAL 4Z"
32578,"002807","CHURITO JALAPENO LRG"
32580,"002825","EN MINI BRWCC CK 7P"
32581,"002829","MINIS GLDN CRM RL 6P"
32583,"002834","ALF ART WHI RL 12P18"
32584,"002836","SS MIN BRWNY/CC CK2P"
32587,"002853","ALF ART WHE BRD 2P40"
32589,"923987","ONION & GARLIC"
32590,"923988","CHEDDAR & SOUR CREAM"
32591,"923989","FRIED DILL PICKLE"
32593,"923991","CRAB CHIP"
32594,"923992","NACHO TORTILLAS"
912,"900837","BREAD UNKNOWN"
925,"900850","BREAD UNKNOWN"
939,"900864","BREAD UNKNOWN"
965,"900890","BREAD UNKNOWN"
977,"900902","BREAD UNKNOWN"
991,"900916","BREAD UNKNOWN"
1002,"900927","SES PANINI"
1011,"900936","WB RYE BREAD"
1020,"900945","BREAD UNKNOWN"
1029,"900954","BREAD UNKNOWN"
1038,"900963","SWT TORP BS"
1049,"900974","WB SW SES 4.5"
1061,"900986","CATERAIR LG DROL"
1074,"900999","BREAD UNKNOWN"
1088,"901013","SL MINIHAM"
1103,"901025","KRO EXCR HI"
1116,"901038","WHITE SO"
25439,"002698","OR HERB PKT THIN8P11"
25444,"002699","PECAN COFFEE CAKE"
25445,"920683","GREEN PEACH TEA BAGS"
